date,openMeteo_wind_speed,virtualCrossing_wind_speed,openWeather_wind_speed,weatherApi_wind_speed
2023-04-01,,27.9,38.88,27.4
2023-04-02,,26.2,50.004000000000005,33.1
2023-04-03,,24.5,29.628000000000004,25.2
2023-04-04,,18.5,33.336,16.9
2023-04-05,,25.8,29.628000000000004,21.2
2023-04-06,,22.6,25.92,19.1
2023-04-07,,25.2,37.044,23.4
2023-04-08,,20.3,29.628000000000004,17.6
2023-04-09,,22.2,25.92,17.3
2023-04-10,,21.7,25.92,16.6
2023-04-11,,24.2,38.88,20.9
2023-04-12,,20.6,37.044,22.3
2023-04-13,,24.1,29.628000000000004,16.9
2023-04-14,,20.9,27.791999999999998,13.5
2023-04-15,,16.9,27.791999999999998,17.3
2023-04-16,,12.9,27.791999999999998,12.2
2023-04-17,,24.7,35.172,25.4
2023-04-18,,25.9,38.88,29.2
2023-04-19,,20.5,37.044,23.4
2023-04-20,,14.0,20.376,12.2
2023-04-21,,22.7,27.791999999999998,14.8
2023-04-22,,20.6,33.336,28.4
2023-04-23,,16.7,32.184,19.1
2023-04-24,,17.9,25.92,17.3
2023-04-25,,10.0,20.376,15.1
2023-04-26,,19.1,22.212,20.9
2023-04-27,,14.8,22.212,13.0
2023-04-28,,14.9,27.791999999999998,21.6
2023-04-29,,21.5,32.184,29.5
2023-04-30,,22.2,33.336,19.6
2023-05-01,,29.0,42.588,31.0
2023-05-02,,24.7,33.336,20.9
2023-05-03,,15.2,35.172,16.6
2023-05-04,,13.0,27.791999999999998,18.7
2023-05-05,,18.4,22.212,8.6
2023-05-06,,13.7,22.212,13.0
2023-05-07,,19.8,22.212,14.4
2023-05-08,,22.9,31.5,14.8
2023-05-09,,16.5,33.336,12.2
2023-05-10,,12.9,20.376,11.9
2023-05-11,,16.8,24.084000000000003,14.0
2023-05-12,,15.4,25.92,16.2
2023-05-13,,13.4,31.5,14.8
2023-05-14,,14.8,25.92,19.4
2023-05-15,,17.9,25.92,19.1
2023-05-16,,23.5,31.5,24.5
2023-05-17,,20.3,37.044,26.3
2023-05-18,,23.5,31.5,21.2
2023-05-19,,31.9,33.336,23.8
2023-05-20,,11.3,37.044,13.7
2023-05-21,,24.5,29.628000000000004,18.7
2023-05-22,,19.8,29.628000000000004,17.3
2023-05-23,,20.5,22.212,17.3
2023-05-24,,22.6,20.376,23.8
2023-05-25,,26.9,43.452000000000005,26.3
2023-05-26,,16.5,33.336,13.3
2023-05-27,,11.3,24.156,18.4
2023-05-28,,19.7,24.156,14.8
2023-05-29,,27.7,31.5,27.0
2023-05-30,,16.7,29.628000000000004,18.0
2023-05-31,,11.2,22.212,14.0
2023-06-01,,9.5,16.668,16.6
2023-06-02,,11.1,18.503999999999998,13.7
2023-06-03,,18.4,28.980000000000004,22.3
2023-06-04,,22.4,31.5,22.7
2023-06-05,,17.9,29.628000000000004,19.1
2023-06-06,,13.1,35.172,24.7
2023-06-07,,17.1,31.5,22.7
2023-06-08,,11.2,29.628000000000004,12.2
2023-06-09,,16.6,24.156,11.5
2023-06-10,,13.2,27.791999999999998,19.1
2023-06-11,,15.2,27.791999999999998,19.8
2023-06-12,,26.4,31.5,29.2
2023-06-13,,19.7,29.628000000000004,20.2
2023-06-14,,30.0,29.628000000000004,20.2
2023-06-15,,17.3,35.172,20.9
2023-06-16,,13.1,25.92,15.5
2023-06-17,,24.1,35.172,29.2
2023-06-18,,17.3,37.044,20.9
2023-06-19,,14.0,22.212,17.6
2023-06-20,,14.8,24.084000000000003,17.3
2023-06-21,,25.9,35.172,23.0
2023-06-22,,25.8,33.336,23.8
2023-06-23,,12.3,27.36,18.8
2023-06-24,,20.3,18.503999999999998,14.4
2023-06-25,,20.5,22.212,16.2
2023-06-26,,16.6,20.376,19.1
2023-06-27,,9.6,29.628000000000004,17.4
2023-06-28,,22.1,25.92,15.8
2023-06-29,,13.1,28.980000000000004,13.0
2023-06-30,,20.8,20.376,17.4
2023-07-01,,21.7,25.92,16.9
2023-07-02,,21.1,25.92,17.6
2023-07-03,,13.0,35.172,13.7
2023-07-04,,11.1,24.156,12.6
2023-07-05,,9.3,14.832,16.2
2023-07-06,,20.9,25.92,18.4
2023-07-07,,14.8,24.156,18.4
2023-07-08,,44.1,44.46,14.2
2023-07-09,,21.5,28.980000000000004,18.9
2023-07-10,,16.6,24.156,14.4
2023-07-11,,11.5,24.156,15.5
2023-07-12,,13.0,20.376,16.2
2023-07-13,,27.8,38.88,23.8
2023-07-14,,16.6,38.628,18.0
2023-07-15,,23.2,28.980000000000004,16.9
2023-07-16,,23.2,28.980000000000004,15.8
2023-07-17,,21.5,25.92,16.6
2023-07-18,,17.2,27.791999999999998,19.1
2023-07-19,,11.2,20.376,14.8
2023-07-20,,17.9,25.92,15.8
2023-07-21,,22.1,22.536,16.2
2023-07-22,,15.8,24.084000000000003,17.3
2023-07-23,,19.1,22.212,15.5
2023-07-24,,22.1,22.536,22.3
2023-07-25,,13.3,29.628000000000004,13.3
2023-07-26,,22.1,35.172,17.6
2023-07-27,,23.5,35.172,25.2
2023-07-28,,13.0,38.88,15.7
2023-07-29,,18.5,27.791999999999998,23.0
2023-07-30,,18.3,37.044,15.8
2023-07-31,,14.8,24.084000000000003,14.0
2023-08-01,,14.8,25.92,16.2
2023-08-02,,13.0,22.536,15.8
2023-08-03,,28.4,31.5,23.1
2023-08-04,,20.5,31.5,20.5
2023-08-05,,15.3,24.156,12.6
2023-08-06,,22.7,22.212,17.3
2023-08-07,,30.8,25.92,23.4
2023-08-08,,24.4,38.88,32.0
2023-08-09,,20.9,40.752,22.0
2023-08-10,,16.6,31.5,18.6
2023-08-11,,17.2,29.628000000000004,20.2
2023-08-12,,23.3,31.5,19.4
2023-08-13,,16.8,29.628000000000004,19.4
2023-08-14,,7.8,24.156,14.8
2023-08-15,,13.4,35.172,16.6
2023-08-16,,14.8,20.376,13.7
2023-08-17,,16.5,25.92,20.2
2023-08-18,,19.4,29.628000000000004,24.5
2023-08-19,,16.7,35.172,19.4
2023-08-20,,16.0,24.156,15.1
2023-08-21,,14.8,20.376,13.9
2023-08-22,,20.6,30.564,21.6
2023-08-23,,13.0,24.084000000000003,15.8
2023-08-24,,13.1,31.5,26.6
2023-08-25,,19.8,24.156,23.4
2023-08-26,,10.9,19.296000000000003,23.4
2023-08-27,,14.7,22.212,15.8
2023-08-28,,15.8,18.503999999999998,17.6
2023-08-29,,12.9,22.212,14.4
2023-08-30,,20.7,25.92,25.9
2023-08-31,,22.4,33.804,21.6
2023-09-01,,14.8,25.740000000000002,15.1
2023-09-02,,13.7,22.212,18.4
2023-09-03,,15.2,27.791999999999998,12.6
2023-09-04,,11.2,25.92,13.7
2023-09-05,,9.4,16.668,8.6
2023-09-06,,9.3,22.212,12.6
2023-09-07,,11.1,22.212,24.1
2023-09-08,,18.3,27.791999999999998,22.3
2023-09-09,,22.1,24.156,15.5
2023-09-10,,11.2,20.376,18.0
2023-09-11,,9.5,17.712,11.5
2023-09-12,,11.7,20.916,17.6
2023-09-13,,11.2,24.084000000000003,14.4
2023-09-14,,14.8,24.156,21.2
2023-09-15,,21.4,32.184,23.4
2023-09-16,,19.1,33.336,24.8
2023-09-17,,9.2,28.980000000000004,16.2
2023-09-18,,24.5,24.156,25.2
2023-09-19,,19.7,33.336,22.0
2023-09-20,,19.1,27.791999999999998,12.2
2023-09-21,,13.0,20.376,10.8
2023-09-22,,22.4,29.628000000000004,23.4
2023-09-23,,24.3,45.072,32.8
2023-09-24,,24.1,48.168000000000006,23.4
2023-09-25,,24.2,51.84,24.1
2023-09-26,,20.6,44.46,24.1
2023-09-27,,24.1,29.628000000000004,17.6
2023-09-28,,18.4,31.5,15.8
2023-09-29,,20.7,38.88,22.7
2023-09-30,,14.7,31.5,19.4
2023-10-01,,14.8,24.084000000000003,16.2
2023-10-02,,11.2,22.212,13.0
2023-10-03,,9.2,27.791999999999998,6.5
2023-10-04,,9.5,14.832,12.2
2023-10-05,,9.5,20.376,14.8
2023-10-06,,9.4,22.536,13.3
2023-10-07,,20.7,40.752,24.1
2023-10-08,,25.3,33.336,23.8
2023-10-09,,15.8,31.5,19.4
2023-10-10,,18.6,25.92,20.5
2023-10-11,15.876775,16.6,24.084000000000003,19.1
2023-10-12,13.779114,11.3,18.503999999999998,13.3
2023-10-13,15.542662,13.1,22.212,16.9
2023-10-14,17.114204,13.0,22.212,17.6
2023-10-15,25.076267,17.9,31.5,23.8
2023-10-16,16.79314,11.3,31.5,15.8
2023-10-17,13.75558,12.9,22.212,11.9
2023-10-18,7.5942082,7.6,18.503999999999998,9.7
2023-10-19,18.079027,18.5,20.376,22.3
2023-10-20,20.65848,19.8,32.184,20.2
2023-10-21,28.385262,20.7,35.172,28.4
2023-10-22,27.70831,24.2,38.88,28.4
2023-10-23,22.218153,20.6,38.88,25.9
2023-10-24,14.471821,13.0,20.376,12.2
2023-10-25,14.480773,18.2,20.376,15.5
2023-10-26,15.517629,11.1,24.156,11.2
2023-10-27,11.966953,14.7,22.536,16.9
2023-10-28,16.394829,13.1,25.740000000000002,22.3
2023-10-29,18.947083,20.5,31.5,16.2
2023-10-30,22.961115,23.5,20.916,20.5
2023-10-31,17.595861,18.3,31.5,23.4
2023-11-01,25.305208,28.7,33.336,24.5
2023-11-02,10.805998,15.4,33.336,17.6
2023-11-03,18.72346,14.9,25.92,18.0
2023-11-04,9.422101,16.5,24.156,16.6
2023-11-05,13.450708,9.5,16.668,16.9
2023-11-06,11.709688,13.0,27.791999999999998,19.8
2023-11-07,22.657131,22.9,25.92,19.4
2023-11-08,21.611996,20.9,31.5,19.8
2023-11-09,8.669949,14.7,19.296000000000003,18.4
2023-11-10,17.673029,14.8,20.376,18.7
2023-11-11,18.089775,20.5,25.92,22.7
2023-11-12,14.707222,14.8,25.740000000000002,14.0
2023-11-13,14.512064,12.9,20.376,17.6
2023-11-14,26.009844,16.8,37.044,25.6
2023-11-15,13.441071,14.0,29.628000000000004,13.7
2023-11-16,10.00256,14.6,24.156,13.0
2023-11-17,21.602999,19.1,29.628000000000004,20.2
2023-11-18,25.862436,23.5,29.628000000000004,29.5
2023-11-19,23.686249,22.5,35.172,18.0
2023-11-20,17.49615,14.0,37.044,14.8
2023-11-21,22.007162,31.7,29.628000000000004,29.2
2023-11-22,29.301876,37.5,44.46,27.7
2023-11-23,25.277023,20.6,37.044,26.6
2023-11-24,24.703974,20.6,29.628000000000004,23.8
2023-11-25,14.081477,11.3,40.752,17.3
2023-11-26,30.085318,13.2,16.668,15.1
2023-11-27,29.598919,25.8,33.336,24.8
2023-11-28,28.385262,24.2,35.172,28.4
2023-11-29,18.335276,20.9,37.044,23.4
2023-11-30,17.026896,14.7,27.791999999999998,16.9
2023-12-01,11.27553,11.3,22.536,15.1
2023-12-02,10.464797,12.9,19.296000000000003,10.1
2023-12-03,19.862083,25.8,25.92,25.6
2023-12-04,22.881956,21.4,33.336,18.7
2023-12-05,11.901798,11.3,25.92,18.0
2023-12-06,22.9724,27.8,22.212,19.8
2023-12-07,17.148247,14.9,31.5,16.9
2023-12-08,13.324863,17.7,25.92,7.9
2023-12-09,8.654986,7.5,19.296000000000003,7.2
2023-12-10,27.66384,13.2,18.503999999999998,31.3
2023-12-11,31.575506,45.2,53.712,32.0
2023-12-12,17.429354,19.1,42.588,19.8
2023-12-13,21.028437,21.8,29.628000000000004,20.2
2023-12-14,16.1198,18.4,31.5,16.9
2023-12-15,17.76081,14.8,24.156,18.0
2023-12-16,14.986553,16.5,24.084000000000003,13.7
2023-12-17,16.563911,18.3,27.791999999999998,24.8
2023-12-18,43.928852,30.0,57.42,48.2
2023-12-19,24.675106,20.7,42.588,26.3
2023-12-20,17.709658,18.5,35.172,18.7
2023-12-21,19.66536,16.6,31.5,18.7
2023-12-22,14.799459,11.2,30.564,11.9
2023-12-23,8.473393,11.1,12.96,9.0
2023-12-24,7.9932976,7.5,16.668,5.4
2023-12-25,10.009036,11.1,16.092,6.5
2023-12-26,8.0899935,7.6,16.092,7.2
2023-12-27,17.555305,14.8,22.212,18.0
2023-12-28,29.354904,25.9,45.072,14.8
2023-12-29,14.84318,22.1,20.376,8.3
2023-12-30,20.364674,16.7,33.804,20.9
2023-12-31,18.86139,13.0,33.336,15.1
2024-01-01,11.298495,11.3,20.376,14.8
2024-01-02,14.8257065,13.0,27.36,14.0
2024-01-03,15.509274,14.1,22.212,14.8
2024-01-04,26.368616,38.6,35.172,29.5
2024-01-05,26.208397,24.1,46.296,19.1
2024-01-06,25.212852,27.9,22.212,17.3
2024-01-07,25.068514,24.6,46.296,29.2
2024-01-08,21.638964,19.1,33.336,22.3
2024-01-09,38.445908,54.8,27.791999999999998,45.7
2024-01-10,40.03129,34.4,57.42,52.9
2024-01-11,23.042812,19.1,50.004000000000005,25.2
2024-01-12,21.316135,25.6,25.92,29.9
2024-01-13,33.549606,35.4,44.46,37.4
2024-01-14,40.53159,29.9,48.168000000000006,35.6
2024-01-15,17.518356,14.7,55.548,23.4
2024-01-16,20.316889,27.5,27.791999999999998,19.4
2024-01-17,25.277023,26.4,35.172,22.3
2024-01-18,15.7908325,23.9,35.172,20.5
2024-01-19,16.071491,17.7,25.92,13.3
2024-01-20,27.231804,30.2,37.044,23.8
2024-01-21,27.41678,32.1,44.46,24.1
2024-01-22,18.35647,18.4,37.044,18.0
2024-01-23,14.618837,18.3,25.92,16.9
2024-01-24,9.793059,13.6,16.668,6.5
2024-01-25,15.273505,12.9,14.832,10.8
2024-01-26,17.373497,18.3,31.5,14.0
2024-01-27,11.212135,18.2,18.503999999999998,15.1
2024-01-28,25.77962,38.7,38.88,23.8
2024-01-29,25.071096,21.9,38.88,20.5
2024-01-30,11.212135,15.2,31.5,14.4
2024-01-31,11.367109,14.7,22.212,12.2
2024-02-01,11.480557,14.8,18.503999999999998,18.4
2024-02-02,19.770523,18.3,25.92,23.4
2024-02-03,22.206486,22.3,32.184,21.6
2024-02-04,13.849477,17.3,25.92,13.3
2024-02-05,19.416653,22.4,43.452000000000005,18.7
2024-02-06,16.92383,16.6,35.172,17.3
2024-02-07,11.525623,15.2,24.084000000000003,16.2
2024-02-08,13.661038,9.5,14.472,9.7
2024-02-09,16.575644,13.1,20.376,13.0
2024-02-10,12.879752,14.6,22.212,17.3
2024-02-11,19.228851,16.5,25.92,17.6
2024-02-12,11.212135,14.7,18.503999999999998,10.1
2024-02-13,22.206486,25.8,35.172,28.1
2024-02-14,31.688177,33.3,44.46,27.7
2024-02-15,19.881649,19.7,44.46,22.0
2024-02-16,36.26006,26.4,44.46,31.0
2024-02-17,25.161398,24.7,33.336,24.1
2024-02-18,33.857227,20.8,44.46,28.1
2024-02-19,26.496098,29.0,40.752,19.1
2024-02-20,15.827721,14.8,25.740000000000002,12.2
2024-02-21,12.413476,15.8,22.212,12.2
2024-02-22,17.414476,20.6,20.376,17.6
2024-02-23,11.592895,9.4,24.156,20.2
2024-02-24,22.657131,22.7,27.791999999999998,23.4
2024-02-25,16.92383,18.5,27.791999999999998,18.0
2024-02-26,18.214718,16.5,24.156,14.8
2024-02-27,16.854767,13.1,19.296000000000003,19.4
2024-02-28,35.069984,40.9,25.92,33.5
2024-02-29,39.732323,31.8,59.25600000000001,34.2
2024-03-01,20.456745,27.0,37.044,17.6
2024-03-02,20.018072,15.0,29.628000000000004,12.2
2024-03-03,13.18308,16.4,29.628000000000004,15.5
2024-03-04,17.283749,15.9,24.156,15.1
2024-03-05,24.27265,33.5,37.044,19.1
2024-03-06,24.248611,20.6,33.336,21.6
2024-03-07,25.729298,20.6,40.752,25.2
2024-03-08,23.411074,16.6,37.044,15.5
2024-03-09,27.722336,30.5,27.791999999999998,33.1
2024-03-10,34.743263,38.1,46.296,38.5
2024-03-11,49.004974,40.9,61.163999999999994,36.4
2024-03-12,27.248457,27.1,48.168000000000006,26.6
2024-03-13,17.10284,19.8,29.628000000000004,15.1
2024-03-14,17.208603,9.6,22.212,16.2
2024-03-15,29.157776,22.4,37.044,23.4
2024-03-16,24.192429,14.9,33.336,19.4
2024-03-17,29.738703,33.1,33.336,29.5
2024-03-18,24.079666,,37.007999999999996,25.2
2024-03-19,30.926493,,38.88,25.2
2024-03-20,30.811037,,42.588,28.4
2024-03-21,29.519999,,42.588,29.9
2024-03-22,15.277749,,38.88,20.5
2024-03-23,38.803257,,38.88,28.4
2024-03-24,29.024128,,42.588,27.0
